time,open,high,low,close,bar_index
1688054400,17.663,17.781,17.541,17.665,4312
1688058000,17.665,17.782,17.51,17.639,4313
1688061600,17.637,17.783,17.582,17.739,4314
1688065200,17.739,17.805,17.592,17.725,4315
1688068800,17.72,17.746,17.426,17.523,4316
1688072400,17.522,17.738,17.486,17.691,4317
1688076000,17.69,18.063,17.676,17.888,4318
1688079600,17.888,18.068,17.816,17.988,4319
1688083200,17.988,18.267,17.85,18.163,4320
1688086800,18.162,18.58,18.047,18.526,4321
1688090400,18.525,18.859,18.363,18.468,4322
1688094000,18.468,19.085,18.354,18.951,4323
1688097600,18.95,19.047,18.675,18.702,4324
1688101200,18.703,19.061,18.687,18.752,4325
1688104800,18.754,18.857,18.5,18.551,4326
1688108400,18.55,18.8,18.403,18.782,4327
1688112000,18.781,19.019,18.729,18.943,4328
1688115600,18.943,18.962,18.624,18.716,4329
1688119200,18.714,18.866,18.572,18.608,4330
1688122800,18.609,18.909,18.597,18.865,4331
1688126400,18.865,19.6,18.746,19.28,4332
1688130000,19.279,19.333,16.991,18.053,4333
1688133600,18.053,18.533,17.82,18.185,4334
1688137200,18.186,18.317,18,18.27,4335
1688140800,18.27,18.999,18.152,18.911,4336
1688144400,18.911,20.038,18.843,19.523,4337
1688148000,19.524,19.658,18.888,19.211,4338
1688151600,19.21,19.211,19.02,19.091,4339
1688155200,19.09,19.185,19.036,19.118,4340
1688158800,19.118,19.152,18.921,19.151,4341
1688162400,19.15,19.348,19.087,19.133,4342
1688166000,19.133,19.143,18.823,18.858,4343
1688169600,18.858,19.008,18.683,18.72,4344
1688173200,18.72,18.781,18.45,18.568,4345
1688176800,18.568,18.6,18.155,18.21,4346
1688180400,18.211,18.374,18.21,18.306,4347
1688184000,18.307,18.348,17.922,18.008,4348
1688187600,18.008,18.094,17.9,18.058,4349
1688191200,18.057,18.34,18.051,18.322,4350
1688194800,18.32,18.467,18.172,18.43,4351
1688198400,18.431,18.47,18.29,18.397,4352
1688202000,18.396,18.498,18.368,18.423,4353
1688205600,18.424,18.445,18.197,18.284,4354
1688209200,18.285,18.379,18.186,18.328,4355
1688212800,18.328,18.479,18.306,18.404,4356
1688216400,18.404,18.555,18.327,18.434,4357
1688220000,18.433,18.496,18.36,18.408,4358
1688223600,18.408,18.442,18.241,18.422,4359
1688227200,18.422,18.479,18.264,18.308,4360
1688230800,18.309,18.411,18.248,18.313,4361
1688234400,18.313,18.423,18.294,18.401,4362
1688238000,18.401,18.441,18.307,18.319,4363
1688241600,18.32,18.427,18.319,18.385,4364
1688245200,18.385,18.423,18.333,18.388,4365
1688248800,18.389,18.442,18.319,18.44,4366
1688252400,18.44,18.729,18.414,18.677,4367
1688256000,18.676,18.907,18.517,18.689,4368
1688259600,18.689,18.838,18.544,18.61,4369
1688263200,18.61,18.824,18.434,18.58,4370
1688266800,18.581,18.914,18.53,18.764,4371
1688270400,18.764,19.491,18.545,19.282,4372
1688274000,19.282,19.434,18.821,18.921,4373
1688277600,18.921,19.08,18.862,18.965,4374
1688281200,18.965,19.256,18.935,19.209,4375
1688284800,19.208,19.344,19.061,19.081,4376
1688288400,19.081,19.343,19.042,19.236,4377
1688292000,19.237,19.404,19.042,19.087,4378
1688295600,19.087,19.19,18.997,19.033,4379
1688299200,19.034,19.179,18.898,18.921,4380
1688302800,18.921,18.989,18.85,18.914,4381
1688306400,18.915,19.184,18.894,19.107,4382
1688310000,19.108,19.4,18.85,19.282,4383
1688313600,19.282,19.494,19.195,19.408,4384
1688317200,19.407,19.471,19.096,19.159,4385
1688320800,19.159,19.39,19.068,19.372,4386
1688324400,19.372,19.394,19.227,19.36,4387
1688328000,19.36,19.7,19.312,19.511,4388
1688331600,19.511,19.541,19.396,19.48,4389
1688335200,19.479,19.75,19.224,19.504,4390
1688338800,19.504,19.537,19.38,19.453,4391
1688342400,19.454,19.658,19.166,19.268,4392
1688346000,19.268,19.492,19.256,19.421,4393
1688349600,19.42,19.57,19.384,19.56,4394
1688353200,19.561,19.621,19.438,19.57,4395
1688356800,19.571,19.576,19.409,19.429,4396
1688360400,19.429,19.466,19.37,19.407,4397
1688364000,19.408,19.44,19.214,19.34,4398
1688367600,19.341,19.525,19.32,19.429,4399
1688371200,19.429,19.448,19.301,19.339,4400
1688374800,19.34,19.447,19.3,19.428,4401
1688378400,19.429,19.493,19.351,19.383,4402
1688382000,19.383,19.499,19.354,19.465,4403
1688385600,19.466,19.496,19.27,19.366,4404
1688389200,19.366,19.394,19.01,19.161,4405
1688392800,19.161,19.223,18.931,18.951,4406
1688396400,18.952,19.356,18.941,19.28,4407
1688400000,19.282,19.286,19.011,19.119,4408
1688403600,19.121,19.218,19.056,19.18,4409
1688407200,19.182,19.262,19.075,19.235,4410
1688410800,19.234,19.347,19.175,19.274,4411
1688414400,19.275,19.312,19.09,19.117,4412
1688418000,19.117,19.145,18.85,19.103,4413
1688421600,19.102,19.118,18.981,19.057,4414
1688425200,19.057,19.262,18.99,19.251,4415
1688428800,19.252,19.398,19.211,19.362,4416
1688432400,19.362,19.498,19.233,19.279,4417
1688436000,19.279,19.442,19.279,19.38,4418
1688439600,19.381,19.422,19.266,19.285,4419
1688443200,19.286,19.31,19.121,19.187,4420
1688446800,19.186,19.237,19.102,19.204,4421
1688450400,19.205,19.26,19.064,19.183,4422
1688454000,19.182,19.228,19.05,19.091,4423
1688457600,19.09,19.185,19.061,19.153,4424
1688461200,19.154,19.22,19.061,19.213,4425
1688464800,19.213,19.24,19.123,19.169,4426
1688468400,19.17,19.252,19.13,19.239,4427
1688472000,19.24,19.347,19.204,19.33,4428
1688475600,19.331,19.437,19.315,19.429,4429
1688479200,19.43,19.55,19.374,19.522,4430
1688482800,19.522,19.95,19.512,19.851,4431
1688486400,19.851,19.863,19.56,19.59,4432
1688490000,19.589,19.65,19.344,19.536,4433
1688493600,19.536,19.536,19.403,19.445,4434
1688497200,19.445,19.572,19.257,19.498,4435
1688500800,19.498,19.576,19.366,19.431,4436
1688504400,19.431,19.465,19.366,19.424,4437
1688508000,19.424,19.492,19.38,19.458,4438
1688511600,19.457,19.527,19.087,19.13,4439
1688515200,19.13,19.243,19.096,19.117,4440
1688518800,19.116,19.295,19.103,19.202,4441
1688522400,19.202,19.265,19.157,19.233,4442
1688526000,19.234,19.288,19.216,19.284,4443
1688529600,19.284,19.292,19.188,19.212,4444
1688533200,19.213,19.372,19.205,19.363,4445
1688536800,19.364,19.375,19.228,19.272,4446
1688540400,19.273,19.333,19.259,19.309,4447
1688544000,19.31,19.322,19.047,19.176,4448
1688547600,19.176,19.21,19.058,19.079,4449
1688551200,19.078,19.14,18.151,18.614,4450
1688554800,18.613,18.782,18.56,18.695,4451
1688558400,18.695,18.87,18.6,18.719,4452
1688562000,18.716,18.832,18.649,18.792,4453
1688565600,18.793,18.847,18.727,18.817,4454
1688569200,18.818,18.891,18.43,18.575,4455
1688572800,18.575,18.795,18.501,18.748,4456
1688576400,18.749,18.86,18.718,18.781,4457
1688580000,18.781,18.877,18.596,18.663,4458
1688583600,18.663,18.686,18.557,18.59,4459
1688587200,18.59,18.777,18.528,18.747,4460
1688590800,18.747,18.817,18.698,18.768,4461
1688594400,18.768,18.856,18.734,18.815,4462
1688598000,18.815,19.024,18.779,18.981,4463
1688601600,18.982,19.638,18.936,19.293,4464
1688605200,19.292,19.7,19.249,19.669,4465
1688608800,19.668,19.75,19.42,19.508,4466
1688612400,19.507,19.623,19.446,19.454,4467
1688616000,19.455,19.562,19.33,19.371,4468
1688619600,19.372,19.524,19.328,19.507,4469
1688623200,19.506,19.71,19.433,19.649,4470
1688626800,19.649,19.74,19.564,19.586,4471
1688630400,19.585,20.335,19.536,20.238,4472
1688634000,20.238,20.328,19.91,20.059,4473
1688637600,20.058,20.35,20.038,20.321,4474
1688641200,20.321,20.33,19.685,19.89,4475
1688644800,19.888,19.912,19.381,19.672,4476
1688648400,19.673,19.884,19.44,19.495,4477
1688652000,19.496,19.68,18.803,19.298,4478
1688655600,19.296,19.789,19.129,19.689,4479
1688659200,19.689,19.878,19.488,19.633,4480
1688662800,19.631,20.066,19.611,20.064,4481
1688666400,20.062,20.907,19.929,20.754,4482
1688670000,20.754,20.95,20.522,20.885,4483
1688673600,20.884,20.98,20.535,20.739,4484
1688677200,20.74,20.745,20.26,20.477,4485
1688680800,20.478,20.482,20.121,20.285,4486
1688684400,20.284,20.325,19.55,19.592,4487
1688688000,19.592,20.317,19.405,20.187,4488
1688691600,20.185,20.532,19.9,20.414,4489
1688695200,20.416,20.49,20.168,20.299,4490
1688698800,20.298,20.31,20.014,20.197,4491
1688702400,20.196,20.287,19.761,19.762,4492
1688706000,19.762,20.191,19.71,20.152,4493
1688709600,20.151,20.265,19.861,19.887,4494
1688713200,19.888,20.055,19.285,19.436,4495
1688716800,19.436,19.648,19.259,19.394,4496
1688720400,19.394,19.924,19.352,19.837,4497
1688724000,19.837,20.172,19.664,20.091,4498
1688727600,20.091,20.359,20.016,20.149,4499
1688731200,20.15,20.946,20.15,20.842,4500
1688734800,20.842,20.988,20.581,20.857,4501
1688738400,20.855,21.3,20.722,21.189,4502
1688742000,21.19,21.74,20.797,21.213,4503
1688745600,21.214,21.539,21.05,21.46,4504
1688749200,21.46,21.48,21.02,21.249,4505
1688752800,21.25,21.416,21.043,21.132,4506
1688756400,21.132,21.47,21.083,21.418,4507
1688760000,21.417,21.499,21.115,21.271,4508
1688763600,21.27,21.487,21.244,21.332,4509
1688767200,21.332,21.982,21.281,21.493,4510
1688770800,21.493,21.527,21.32,21.484,4511
1688774400,21.485,21.999,21.406,21.597,4512
1688778000,21.598,21.779,21.478,21.703,4513
1688781600,21.704,21.89,21.587,21.85,4514
1688785200,21.849,21.993,21.667,21.681,4515
1688788800,21.682,21.799,21.562,21.613,4516
1688792400,21.613,21.616,21.315,21.418,4517
1688796000,21.419,21.698,21.332,21.59,4518
1688799600,21.59,22.234,21.564,21.971,4519
1688803200,21.972,22.468,21.921,22.364,4520
1688806800,22.364,22.42,22.051,22.256,4521
1688810400,22.257,22.28,22.112,22.142,4522
1688814000,22.14,22.178,21.8,21.929,4523
1688817600,21.929,21.992,21.656,21.763,4524
1688821200,21.761,21.92,21.466,21.608,4525
1688824800,21.608,21.841,21.529,21.711,4526
1688828400,21.712,21.72,21.362,21.518,4527
1688832000,21.518,22,21.498,21.799,4528
1688835600,21.8,21.974,21.747,21.839,4529
1688839200,21.839,21.969,21.666,21.789,4530
1688842800,21.788,21.797,21.379,21.616,4531
1688846400,21.617,21.99,21.4,21.789,4532
1688850000,21.789,21.859,21.71,21.814,4533
1688853600,21.815,21.947,21.722,21.891,4534
1688857200,21.891,21.929,21.776,21.807,4535
1688860800,21.807,21.974,21.604,21.947,4536
1688864400,21.946,22.392,21.876,21.893,4537
1688868000,21.894,21.967,21.513,21.768,4538
1688871600,21.767,21.784,21.571,21.663,4539
1688875200,21.663,21.75,21.574,21.608,4540
1688878800,21.607,21.786,21.587,21.763,4541
1688882400,21.763,21.872,21.713,21.756,4542
1688886000,21.756,21.792,21.375,21.546,4543
1688889600,21.546,21.69,21.542,21.604,4544
1688893200,21.604,21.66,21.5,21.634,4545
1688896800,21.635,21.894,21.635,21.742,4546
1688900400,21.741,21.762,21.48,21.596,4547
1688904000,21.596,21.786,21.528,21.745,4548
1688907600,21.744,21.839,21.592,21.606,4549
1688911200,21.607,21.792,21.413,21.473,4550
1688914800,21.472,21.55,21.083,21.25,4551
1688918400,21.25,21.364,21.16,21.272,4552
1688922000,21.273,21.393,21.219,21.331,4553
1688925600,21.331,21.364,21.266,21.329,4554
1688929200,21.329,21.329,21.201,21.283,4555
1688932800,21.284,21.289,21.022,21.213,4556
1688936400,21.213,21.255,21.087,21.147,4557
1688940000,21.147,21.467,21,21.385,4558
1688943600,21.385,21.427,21.27,21.314,4559
1688947200,21.315,21.339,20.763,20.967,4560
1688950800,20.967,21.1,20.839,20.906,4561
1688954400,20.907,21.258,20.889,21.181,4562
1688958000,21.183,21.362,21.143,21.244,4563
1688961600,21.245,21.27,21.056,21.07,4564
1688965200,21.07,21.149,20.851,20.895,4565
1688968800,20.894,21.021,20.797,20.909,4566
1688972400,20.909,21.016,20.542,20.723,4567
1688976000,20.724,20.739,20.434,20.696,4568
1688979600,20.696,20.873,20.494,20.602,4569
1688983200,20.603,20.84,20.602,20.754,4570
1688986800,20.754,20.802,20.674,20.781,4571
1688990400,20.781,20.91,20.656,20.68,4572
1688994000,20.68,20.88,20.656,20.783,4573
1688997600,20.781,21.3,20.764,21.16,4574
1689001200,21.16,21.167,20.962,21.138,4575
1689004800,21.138,21.171,20.907,21.061,4576
1689008400,21.06,21.207,21,21.013,4577
1689012000,21.011,21.369,20.96,21.347,4578
1689015600,21.347,21.619,21.239,21.568,4579
1689019200,21.568,21.743,21.267,21.352,4580
1689022800,21.351,21.788,21.31,21.392,4581
1689026400,21.392,21.493,21.062,21.255,4582
1689030000,21.256,21.464,21.23,21.286,4583
1689033600,21.286,21.573,21.187,21.303,4584
1689037200,21.302,21.793,21.259,21.685,4585
1689040800,21.682,21.775,21.489,21.561,4586
1689044400,21.561,21.728,21.485,21.725,4587
1689048000,21.726,22.059,21.686,21.821,4588
1689051600,21.822,21.983,21.782,21.92,4589
1689055200,21.92,22.28,21.877,22.144,4590
1689058800,22.147,22.156,21.984,22.1,4591
1689062400,22.1,22.146,21.9,21.987,4592
1689066000,21.987,22.051,21.824,21.938,4593
1689069600,21.938,22.083,21.855,21.921,4594
1689073200,21.921,22.083,21.909,22.033,4595
1689076800,22.031,22.3,21.895,22.225,4596
1689080400,22.226,22.249,21.938,22.083,4597
1689084000,22.084,22.38,21.892,22.174,4598
1689087600,22.174,22.221,21.859,22.138,4599
1689091200,22.139,22.154,21.902,22.042,4600
1689094800,22.042,22.188,21.985,22.086,4601
1689098400,22.086,22.099,21.93,21.972,4602
1689102000,21.972,22.027,21.883,21.963,4603
1689105600,21.964,22.049,21.892,21.981,4604
1689109200,21.98,22.021,21.718,21.914,4605
1689112800,21.913,22.047,21.882,22.005,4606
1689116400,22.005,22.098,21.962,22.05,4607
1689120000,22.049,22.272,21.995,22.101,4608
1689123600,22.102,22.244,22.043,22.073,4609
1689127200,22.072,22.083,21.96,21.968,4610
1689130800,21.97,21.993,21.888,21.903,4611
1689134400,21.903,21.99,21.843,21.98,4612
1689138000,21.979,22.049,21.943,21.986,4613
1689141600,21.986,22.15,21.95,22.031,4614
1689145200,22.031,22.136,21.994,22.013,4615
1689148800,22.012,22.038,21.927,22.021,4616
1689152400,22.021,22.079,21.97,21.998,4617
1689156000,21.999,22.034,21.953,22.003,4618
1689159600,22.004,22.174,21.993,22.111,4619
1689163200,22.111,23.059,21.97,22.336,4620
1689166800,22.335,22.749,22.185,22.427,4621
1689170400,22.426,22.683,22.403,22.55,4622
1689174000,22.551,22.738,22.271,22.403,4623
1689177600,22.403,22.456,22.132,22.263,4624
1689181200,22.263,22.35,22.13,22.182,4625
1689184800,22.182,22.29,22.142,22.259,4626
1689188400,22.259,22.26,21.738,21.84,4627
1689192000,21.84,22.128,21.756,22.061,4628
1689195600,22.061,22.078,21.95,22.047,4629
1689199200,22.046,22.051,21.942,21.968,4630
1689202800,21.968,22.021,21.919,21.928,4631
1689206400,21.928,22.016,21.715,21.818,4632
1689210000,21.819,21.867,21.541,21.787,4633
1689213600,21.785,21.789,21.604,21.668,4634
1689217200,21.667,21.718,21.537,21.648,4635
1689220800,21.649,21.649,21.349,21.504,4636
1689224400,21.504,21.681,21.458,21.676,4637
1689228000,21.676,21.887,21.66,21.85,4638
1689231600,21.851,21.94,21.736,21.751,4639
1689235200,21.75,21.882,21.711,21.848,4640
1689238800,21.849,22.13,21.83,22.038,4641
1689242400,22.037,22.264,22.001,22.187,4642
1689246000,22.187,22.501,22.184,22.406,4643
1689249600,22.407,22.588,22.2,22.324,4644
1689253200,22.325,22.494,22.034,22.388,4645
1689256800,22.388,22.414,22.072,22.318,4646
1689260400,22.32,25.767,22.256,24.094,4647
1689264000,24.094,25.497,24.093,25.305,4648
1689267600,25.306,26.555,25.101,25.992,4649
1689271200,25.995,26.887,25.246,25.492,4650
1689274800,25.492,26.262,25.448,26.214,4651
1689278400,26.213,26.234,25.523,25.585,4652
1689282000,25.586,25.785,25.365,25.647,4653
1689285600,25.647,25.881,25.572,25.783,4654
1689289200,25.779,26.144,25.539,26.018,4655
1689292800,26.018,33.579,25.616,29.381,4656
1689296400,29.378,30.1,28.298,29.434,4657
1689300000,29.434,29.434,28.82,28.964,4658
1689303600,28.964,28.991,28.212,28.571,4659
1689307200,28.571,28.838,28.333,28.821,4660
1689310800,28.821,28.899,28.255,28.737,4661
1689314400,28.736,28.851,28.316,28.417,4662
1689318000,28.417,28.944,28.333,28.74,4663
1689321600,28.738,29.8,28.577,29.144,4664
1689325200,29.144,29.176,27.654,28.192,4665
1689328800,28.193,28.253,27.802,28.103,4666
1689332400,28.101,28.35,27.928,28.077,4667
1689336000,28.077,28.147,27.386,27.545,4668
1689339600,27.544,27.994,27.401,27.908,4669
1689343200,27.908,28.122,27.675,28.062,4670
1689346800,28.06,28.369,27.946,28.191,4671
1689350400,28.191,28.27,27,27.457,4672
1689354000,27.456,27.55,26.628,27.143,4673
1689357600,27.143,27.569,25.525,25.987,4674
1689361200,25.984,26.6,25.531,26.079,4675
1689364800,26.078,26.384,25.22,26.135,4676
1689368400,26.134,26.568,26.124,26.498,4677
1689372000,26.497,26.634,26.245,26.326,4678
1689375600,26.327,26.908,26.326,26.671,4679
1689379200,26.67,27.77,26.424,27.671,4680
1689382800,27.671,27.97,27.346,27.46,4681
1689386400,27.459,27.675,27.33,27.475,4682
1689390000,27.475,27.652,27.036,27.155,4683
1689393600,27.155,27.796,27.112,27.637,4684
1689397200,27.636,28.095,27.547,27.99,4685
1689400800,27.99,28.493,27.882,28.172,4686
1689404400,28.171,28.937,28.144,28.717,4687
1689408000,28.717,29.1,28.507,28.606,4688
1689411600,28.606,28.858,28.446,28.768,4689
1689415200,28.769,29.111,28.714,28.893,4690
1689418800,28.892,29.108,28.56,28.932,4691
1689422400,28.93,29.043,28.6,28.614,4692
1689426000,28.614,28.728,28.104,28.491,4693
1689429600,28.492,28.544,27.735,27.786,4694
1689433200,27.785,27.989,27.258,27.561,4695
1689436800,27.56,27.6,27.04,27.319,4696
1689440400,27.318,27.798,27.295,27.573,4697
1689444000,27.572,28.2,27.45,27.89,4698
1689447600,27.89,28.097,27.817,27.886,4699
1689451200,27.886,27.897,27.328,27.67,4700
1689454800,27.67,27.685,27.363,27.535,4701
1689458400,27.534,27.559,27.205,27.337,4702
1689462000,27.337,27.52,27.232,27.459,4703
1689465600,27.46,27.944,27.29,27.57,4704
1689469200,27.57,27.774,27.369,27.389,4705
1689472800,27.389,27.826,26.379,27.542,4706
1689476400,27.542,27.625,26.895,27.018,4707
1689480000,27.019,27.382,27.014,27.374,4708
1689483600,27.374,27.771,27.267,27.702,4709
1689487200,27.701,27.942,27.556,27.754,4710
1689490800,27.754,27.805,27.614,27.698,4711
1689494400,27.697,27.894,27.643,27.84,4712
1689498000,27.841,28.184,27.838,27.998,4713
1689501600,27.998,28.341,27.652,27.79,4714
1689505200,27.79,28.207,27.715,28.062,4715
1689508800,28.066,28.199,27.9,27.988,4716
1689512400,27.989,28.304,27.946,28.258,4717
1689516000,28.258,28.708,28.221,28.353,4718
1689519600,28.352,28.4,28.003,28.099,4719
1689523200,28.097,28.098,27.806,27.916,4720
1689526800,27.915,28.134,27.877,28.012,4721
1689530400,28.012,28.052,27.572,27.68,4722
1689534000,27.68,27.883,27.3,27.36,4723
1689537600,27.359,27.633,27.301,27.394,4724
1689541200,27.394,27.637,27.375,27.582,4725
1689544800,27.581,27.77,27.456,27.583,4726
1689548400,27.582,27.611,27.06,27.404,4727
1689552000,27.403,28.07,27.217,27.718,4728
1689555600,27.718,28.131,27.65,28.08,4729
1689559200,28.079,28.437,27.917,28.197,4730
1689562800,28.197,28.27,28,28.012,4731
1689566400,28.012,28.078,27.75,27.911,4732
1689570000,27.91,28.488,27.814,27.838,4733
1689573600,27.839,27.975,27.561,27.724,4734
1689577200,27.724,27.86,27.374,27.634,4735
1689580800,27.634,27.636,27.39,27.433,4736
1689584400,27.433,27.546,27.1,27.209,4737
1689588000,27.209,27.39,26.5,27.101,4738
1689591600,27.1,27.43,27.029,27.125,4739
1689595200,27.125,27.166,26.392,27.089,4740
1689598800,27.09,27.386,26.807,27.259,4741
1689602400,27.259,27.383,27.021,27.233,4742
1689606000,27.236,27.285,26.822,27.009,4743
1689609600,27.009,27.259,26.61,26.766,4744
1689613200,26.764,26.895,25.779,26.046,4745
1689616800,26.046,26.244,25.5,26.177,4746
1689620400,26.175,26.413,26.077,26.167,4747
1689624000,26.168,26.388,26.143,26.348,4748
1689627600,26.348,26.89,26.29,26.791,4749
1689631200,26.789,26.875,26.543,26.624,4750
1689634800,26.624,26.979,26.562,26.79,4751
1689638400,26.79,27.098,26.68,26.871,4752
1689642000,26.871,26.941,26.783,26.86,4753
1689645600,26.86,26.87,26.45,26.496,4754
1689649200,26.496,26.641,26.428,26.555,4755
1689652800,26.556,26.615,26.239,26.523,4756
1689656400,26.524,26.592,26.355,26.42,4757
1689660000,26.42,26.52,25.798,26.028,4758
1689663600,26.027,26.145,25.656,25.716,4759
1689667200,25.715,26.125,25.392,25.614,4760
1689670800,25.614,25.732,25.3,25.451,4761
1689674400,25.452,25.701,25.253,25.519,4762
1689678000,25.519,25.679,24.82,25.018,4763
1689681600,25.019,25.25,24.751,25.163,4764
1689685200,25.162,25.466,25.041,25.408,4765
1689688800,25.407,25.7,25.214,25.494,4766
1689692400,25.495,25.568,25.258,25.512,4767
1689696000,25.512,25.666,24.8,25.344,4768
1689699600,25.344,25.473,25.06,25.412,4769
1689703200,25.412,25.678,25.328,25.609,4770
1689706800,25.61,25.79,25.238,25.292,4771
1689710400,25.291,25.448,25.136,25.252,4772
1689714000,25.251,25.397,25.025,25.261,4773
1689717600,25.262,25.528,25.213,25.502,4774
1689721200,25.501,25.572,25.376,25.544,4775
1689724800,25.543,26.277,25.34,26.14,4776
1689728400,26.139,26.384,25.961,26.259,4777
1689732000,26.259,26.4,26.118,26.236,4778
1689735600,26.235,26.589,26.212,26.396,4779
1689739200,26.397,26.516,26.223,26.285,4780
1689742800,26.285,26.52,26.203,26.477,4781
1689746400,26.476,26.51,26.141,26.198,4782
1689750000,26.197,26.392,26.061,26.199,4783
1689753600,26.199,26.213,25.67,25.843,4784
1689757200,25.845,26.368,25.739,26.329,4785
1689760800,26.33,26.473,26.242,26.298,4786
1689764400,26.298,26.499,26.18,26.473,4787
1689768000,26.473,26.495,26.112,26.264,4788
1689771600,26.264,26.733,26.022,26.369,4789
1689775200,26.368,26.424,25.835,25.985,4790
1689778800,25.985,26.369,25.82,26.346,4791
1689782400,26.346,26.509,26.173,26.252,4792
1689786000,26.251,26.75,26.182,26.67,4793
1689789600,26.67,26.871,26.539,26.848,4794
1689793200,26.849,26.903,26.665,26.756,4795
1689796800,26.757,26.984,26.575,26.682,4796
1689800400,26.681,26.739,26.254,26.675,4797
1689804000,26.674,26.744,26.274,26.389,4798
1689807600,26.388,26.544,26.236,26.298,4799
1689811200,26.3,26.472,26.122,26.424,4800
1689814800,26.424,26.748,26.408,26.562,4801
1689818400,26.563,26.807,26.563,26.666,4802
1689822000,26.665,26.729,26.426,26.484,4803
1689825600,26.483,26.606,26.364,26.384,4804
1689829200,26.383,26.826,26.288,26.824,4805
1689832800,26.824,26.905,26.687,26.805,4806
1689836400,26.804,26.942,26.712,26.854,4807
1689840000,26.854,27.325,26.791,27.2,4808
1689843600,27.2,27.288,27.034,27.201,4809
1689847200,27.201,27.386,27.067,27.121,4810
1689850800,27.121,27.325,27.04,27.143,4811
1689854400,27.143,27.234,26.854,26.954,4812
1689858000,26.954,27.13,26.855,27.006,4813
1689861600,27.006,27.066,25.881,26.08,4814
1689865200,26.08,26.238,25.56,25.673,4815
1689868800,25.673,25.758,25.173,25.507,4816
1689872400,25.505,25.662,25.38,25.568,4817
1689876000,25.565,25.565,25.235,25.378,4818
1689879600,25.378,25.518,25.253,25.391,4819
1689883200,25.392,25.4,25,25.216,4820
1689886800,25.217,25.663,25.158,25.63,4821
1689890400,25.63,25.633,25.38,25.489,4822
1689894000,25.489,25.553,25.31,25.365,4823
1689897600,25.365,25.417,25.065,25.196,4824
1689901200,25.196,25.448,25.102,25.39,4825
1689904800,25.389,25.583,25.266,25.546,4826
1689908400,25.545,25.618,25.437,25.471,4827
1689912000,25.471,25.49,25.237,25.334,4828
1689915600,25.334,25.446,25.1,25.242,4829
1689919200,25.242,25.413,25.148,25.329,4830
1689922800,25.328,25.386,25.105,25.168,4831
1689926400,25.168,25.307,25.155,25.239,4832
1689930000,25.239,25.472,25.14,25.151,4833
1689933600,25.15,25.334,25.127,25.2,4834
1689937200,25.2,25.287,25.029,25.268,4835
1689940800,25.269,25.598,25.269,25.491,4836
1689944400,25.491,25.591,25.3,25.362,4837
1689948000,25.363,25.449,25.233,25.434,4838
1689951600,25.434,25.515,25.252,25.292,4839
1689955200,25.293,25.34,25.158,25.258,4840
1689958800,25.259,25.516,25.225,25.499,4841
1689962400,25.5,25.996,25.492,25.865,4842
1689966000,25.865,25.918,25.43,25.782,4843
1689969600,25.783,25.845,25.617,25.737,4844
1689973200,25.737,25.787,25.555,25.639,4845
1689976800,25.639,25.894,25.597,25.74,4846
1689980400,25.741,25.78,25.436,25.493,4847
1689984000,25.494,25.89,25.437,25.795,4848
1689987600,25.795,25.834,25.627,25.642,4849
1689991200,25.643,25.86,25.617,25.81,4850
1689994800,25.811,25.965,25.723,25.831,4851
1689998400,25.83,25.857,25.616,25.659,4852
1690002000,25.659,25.728,25.572,25.676,4853
1690005600,25.676,25.713,25.605,25.654,4854
1690009200,25.654,25.834,25.598,25.763,4855
1690012800,25.762,25.886,25.72,25.834,4856
1690016400,25.834,25.88,25.655,25.676,4857
1690020000,25.677,25.684,25.371,25.615,4858
1690023600,25.615,25.669,25.532,25.594,4859
1690027200,25.594,25.644,25.497,25.528,4860
1690030800,25.525,25.643,25.492,25.593,4861
1690034400,25.592,25.75,25.588,25.652,4862
1690038000,25.651,25.735,25.526,25.679,4863
1690041600,25.68,25.732,25.597,25.66,4864
1690045200,25.66,25.688,25.506,25.512,4865
1690048800,25.512,25.515,25.2,25.341,4866
1690052400,25.341,25.487,25.186,25.286,4867
1690056000,25.285,25.372,25.138,25.285,4868
1690059600,25.284,25.368,25.255,25.309,4869
1690063200,25.309,25.32,25.057,25.18,4870
1690066800,25.179,25.189,23.95,24.512,4871
1690070400,24.512,24.539,24.128,24.302,4872
1690074000,24.302,24.588,24.302,24.543,4873
1690077600,24.542,24.691,24.503,24.662,4874
1690081200,24.662,24.795,24.597,24.697,4875
1690084800,24.697,24.775,24.621,24.734,4876
1690088400,24.735,24.896,24.713,24.813,4877
1690092000,24.813,24.86,24.659,24.726,4878
1690095600,24.727,24.773,24.614,24.677,4879
1690099200,24.679,24.834,24.633,24.818,4880
1690102800,24.818,24.844,24.667,24.68,4881
1690106400,24.681,24.758,24.64,24.644,4882
1690110000,24.644,24.72,24.616,24.654,4883
1690113600,24.653,24.703,24.504,24.612,4884
1690117200,24.613,24.625,24.513,24.596,4885
1690120800,24.596,24.676,24.58,24.611,4886
1690124400,24.611,24.693,24.603,24.674,4887
1690128000,24.674,25.049,24.67,24.975,4888
1690131600,24.975,25.175,24.851,25.075,4889
1690135200,25.076,25.248,25.005,25.188,4890
1690138800,25.187,25.249,24.752,24.891,4891
1690142400,24.891,24.992,24.855,24.957,4892
1690146000,24.958,24.96,24.511,24.565,4893
1690149600,24.565,24.721,24.545,24.662,4894
